Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Secteur_Activite,Pays,Place_Boursiere,Capitalisation_Boursiere
CMS Energy Corporation,CMS,CMS,Utilities,United States,NYQ,21219219456.0
Fox Corporation,FOXA,FOXA,Communication Services,United States,NMS,21092790272.0
Fox Corporation,FOX,FOX,Communication Services,United States,NMS,21040824320.0
"NVR, Inc.",NVR,NVR,Consumer Cyclical,United States,NYQ,20921741312.0
STERIS plc (Ireland),STE,STE,Healthcare,United States,NYQ,20903839744.0
"Zimmer Biomet Holdings, Inc.",ZBH,ZBH,Healthcare,United States,NYQ,20869765120.0
Dover Corporation,DOV,DOV,Industrials,United States,NYQ,20760780800.0
Edison International,EIX,EIX,Utilities,United States,NYQ,20644986880.0
Teledyne Technologies Incorpora,TDY,TDY,Technology,United States,NYQ,20510228480.0
Smurfit WestRock plc,SW,SW,Consumer Cyclical,Ireland,NYQ,20571074560.0
Eversource Energy (D/B/A),ES,ES,Utilities,United States,NYQ,20395075584.0
"Tyson Foods, Inc.",TSN,TSN,Consumer Defensive,United States,NYQ,20741175296.0
Global Payments Inc.,GPN,GPN,Industrials,United States,NYQ,20292145152.0
"Corpay, Inc.",CPAY,CPAY,Technology,United States,NYQ,20252346368.0
Invitation Homes Inc.,INVH,INVH,Real Estate,United States,NYQ,19269042176.0
"McCormick & Company, Incorporat",MKC,MKC,Consumer Defensive,United States,NYQ,19829483520.0
Cincinnati Financial Corporatio,CINF,CINF,Financial Services,United States,NMS,19821127680.0
"Super Micro Computer, Inc.",SMCI,SMCI,Technology,United States,NMS,19584874496.0
"PulteGroup, Inc.",PHM,PHM,Consumer Cyclical,United States,NYQ,19380381696.0
Dow Inc.,DOW,DOW,Basic Materials,United States,NYQ,19422623744.0
Waters Corporation,WAT,WAT,Healthcare,United States,NYQ,19356069888.0
"United Airlines Holdings, Inc.",UAL,UAL,Industrials,United States,NMS,19237771264.0
Coterra Energy Inc.,CTRA,CTRA,Energy,United States,NYQ,19132964864.0
Weyerhaeuser Company,WY,WY,Real Estate,United States,NYQ,18494631936.0
Labcorp Holdings Inc.,LH,LH,Healthcare,United States,NYQ,18706950144.0
"Lennox International, Inc.",LII,LII,Industrials,United States,NYQ,18652657664.0
Molina Healthcare Inc,MOH,MOH,Healthcare,United States,NYQ,18618753024.0
Devon Energy Corporation,DVN,DVN,Energy,United States,NYQ,18555129856.0
Huntington Bancshares Incorpora,HBAN,HBAN,Financial Services,United States,NMS,18566131712.0
LyondellBasell Industries NV,LYB,LYB,Basic Materials,United States,NYQ,18307043328.0
Quest Diagnostics Incorporated,DGX,DGX,Healthcare,United States,NYQ,18234793984.0
"T. Rowe Price Group, Inc.",TROW,TROW,Financial Services,United States,NMS,18148282368.0
International Flavors & Fragran,IFF,IFF,Basic Materials,United States,NYQ,18083022848.0
"Expedia Group, Inc.",EXPE,EXPE,Consumer Cyclical,United States,NMS,18016786432.0
Insulet Corporation,PODD,PODD,Healthcare,United States,NMS,17994033152.0
"Williams-Sonoma, Inc.",WSM,WSM,Consumer Cyclical,United States,NYQ,17919920128.0
Mid-America Apartment Communiti,MAA,MAA,Real Estate,United States,NYQ,18081583104.0
"NRG Energy, Inc.",NRG,NRG,Utilities,United States,NYQ,17767909376.0
Erie Indemnity Company,ERIE,ERIE,Financial Services,United States,NMS,19925065728.0
Hewlett Packard Enterprise Comp,HPE,HPE,Technology,United States,NYQ,17510021120.0
NiSource Inc,NI,NI,Utilities,United States,NYQ,17487681536.0
"Essex Property Trust, Inc.",ESS,ESS,Real Estate,United States,NYQ,18102286336.0
Synchrony Financial,SYF,SYF,Financial Services,United States,NYQ,17419888640.0
Halliburton Company,HAL,HAL,Energy,United States,NYQ,17230999552.0
Clorox Company (The),CLX,CLX,Consumer Defensive,United States,NYQ,17111090176.0
"Leidos Holdings, Inc.",LDOS,LDOS,Technology,United States,NYQ,17039639552.0
Loews Corporation,L,L,Financial Services,United States,NYQ,17014563840.0
Hubbell Inc,HUBB,HUBB,Industrials,United States,NYQ,16976875520.0
Regions Financial Corporation,RF,RF,Financial Services,United States,NYQ,16914086912.0
PTC Inc.,PTC,PTC,Technology,United States,NMS,16808059904.0
Northern Trust Corporation,NTRS,NTRS,Financial Services,United States,NMS,16670105600.0
"Steel Dynamics, Inc.",STLD,STLD,Basic Materials,United States,NMS,16644561920.0
Hormel Foods Corporation,HRL,HRL,Consumer Defensive,United States,NYQ,16519388160.0
Snap-On Incorporated,SNA,SNA,Industrials,United States,NYQ,16289879040.0
Packaging Corporation of Americ,PKG,PKG,Consumer Cyclical,United States,NYQ,16280582144.0
Principal Financial Group Inc,PFG,PFG,Financial Services,United States,NMS,16162162688.0
Deckers Outdoor Corporation,DECK,DECK,Consumer Cyclical,United States,NYQ,16107773952.0
"NetApp, Inc.",NTAP,NTAP,Technology,United States,NMS,15905474560.0
"Dollar Tree, Inc.",DLTR,DLTR,Consumer Defensive,United States,NMS,15666646016.0
Camden Property Trust,CPT,CPT,Real Estate,United States,NYQ,11755731968.0
"Everest Group, Ltd.",EG,EG,Financial Services,Bermuda,NYQ,14015408128.0
"Ulta Beauty, Inc.",ULTA,ULTA,Consumer Cyclical,United States,NMS,15537986560.0
Brown Forman Inc,BF-B,BF-B,Consumer Defensive,United States,NYQ,15437920256.0
FactSet Research Systems Inc.,FDS,FDS,Financial Services,United States,NYQ,15424206848.0
Southwest Airlines Company,LUV,LUV,Industrials,United States,NYQ,15385479168.0
Alliant Energy Corporation,LNT,LNT,Utilities,United States,NMS,15363573760.0
Genuine Parts Company,GPC,GPC,Consumer Cyclical,United States,NYQ,15313205248.0
"Citizens Financial Group, Inc.",CFG,CFG,Financial Services,United States,NYQ,15229749248.0
Domino's Pizza Inc,DPZ,DPZ,Consumer Cyclical,United States,NMS,14973041664.0
"Evergy, Inc.",EVRG,EVRG,Utilities,United States,NMS,14803636224.0
KeyCorp,KEY,KEY,Financial Services,United States,NYQ,14803176448.0
Baxter International Inc.,BAX,BAX,Healthcare,United States,NYQ,14690143232.0
"The Cooper Companies, Inc.",COO,COO,Healthcare,United States,NMS,14658846720.0
Gen Digital Inc.,GEN,GEN,Technology,United States,NMS,14612496384.0
"West Pharmaceutical Services, I",WST,WST,Healthcare,United States,NYQ,14564810752.0
Expeditors International of Was,EXPD,EXPD,Industrials,United States,NYQ,14555404288.0
Seagate Technology Holdings PLC,STX,STX,Technology,Singapore,NMS,14535803904.0
News Corporation,NWS,NWS,Communication Services,United States,NMS,14363142144.0
News Corporation,NWSA,NWSA,Communication Services,United States,NMS,14219841536.0
Alexandria Real Estate Equities,ARE,ARE,Real Estate,United States,NYQ,13460273152.0
Omnicom Group Inc.,OMC,OMC,Communication Services,United States,NYQ,14065013760.0
"F5, Inc.",FFIV,FFIV,Technology,United States,NMS,14037181440.0
"First Solar, Inc.",FSLR,FSLR,Technology,United States,NMS,13923412992.0
Trimble Inc.,TRMB,TRMB,Technology,United States,NMS,13769268224.0
"Hologic, Inc.",HOLX,HOLX,Healthcare,United States,NMS,13830048768.0
Jacobs Solutions Inc.,J,J,Industrials,United States,NYQ,13609736192.0
"Builders FirstSource, Inc.",BLDR,BLDR,Industrials,United States,NYQ,13510673408.0
"UDR, Inc.",UDR,UDR,Real Estate,United States,NYQ,14766236672.0
Ball Corporation,BALL,BALL,Consumer Cyclical,United States,NYQ,13319817216.0
Jabil Inc.,JBL,JBL,Technology,United States,NYQ,13284404224.0
"J.B. Hunt Transport Services, I",JBHT,JBHT,Industrials,United States,NMS,13208056832.0
"Healthpeak Properties, Inc.",DOC,DOC,Real Estate,United States,NYQ,12714446848.0
Avery Dennison Corporation,AVY,AVY,Consumer Cyclical,United States,NYQ,13130466304.0
Kimco Realty Corporation (HC),KIM,KIM,Real Estate,United States,NYQ,12992021504.0
"Tapestry, Inc.",TPR,TPR,Consumer Cyclical,United States,NYQ,13039876096.0
"Best Buy Co., Inc.",BBY,BBY,Consumer Cyclical,United States,NYQ,12942185472.0
Masco Corporation,MAS,MAS,Industrials,United States,NYQ,12922483712.0
Amcor plc,AMCR,AMCR,Consumer Cyclical,Switzerland,NYQ,12892433408.0
Pentair plc.,PNR,PNR,Industrials,United Kingdom,NYQ,12790123520.0
Regency Centers Corporation,REG,REG,Real Estate,United States,NMS,12334358528.0
"ConAgra Brands, Inc.",CAG,CAG,Consumer Defensive,United States,NYQ,12406637568.0
"Jack Henry & Associates, Inc.",JKHY,JKHY,Technology,United States,NMS,12345954304.0
IDEX Corporation,IEX,IEX,Industrials,United States,NYQ,12308399104.0
Molson Coors Beverage Company,TAP,TAP,Consumer Defensive,United States,NYQ,12232557568.0
The J.M. Smucker Company,SJM,SJM,Consumer Defensive,United States,NYQ,12028313600.0
"CF Industries Holdings, Inc.",CF,CF,Basic Materials,United States,NYQ,11992283136.0
Ralph Lauren Corporation,RL,RL,Consumer Cyclical,United States,NYQ,11930990592.0
Aptiv PLC,APTV,APTV,Consumer Cyclical,Switzerland,NYQ,11926602752.0
DaVita Inc.,DVA,DVA,Healthcare,United States,NYQ,11728799744.0
"Teradyne, Inc.",TER,TER,Technology,United States,NMS,11719900160.0
Incyte Corporation,INCY,INCY,Healthcare,United States,NMS,11667562496.0
"Revvity, Inc.",RVTY,RVTY,Healthcare,United States,NYQ,11553336320.0
Pool Corporation,POOL,POOL,Industrials,United States,NMS,11431631872.0
Zebra Technologies Corporation,ZBRA,ZBRA,Technology,United States,NMS,11430016000.0
"Juniper Networks, Inc.",JNPR,JNPR,Technology,United States,NYQ,11375107072.0
The Campbell's Company,CPB,CPB,Consumer Defensive,United States,NMS,11357753344.0
CarMax Inc,KMX,KMX,Consumer Cyclical,United States,NYQ,11344288768.0
Solventum Corporation,SOLV,SOLV,Healthcare,United States,NYQ,11300556800.0
"Paycom Software, Inc.",PAYC,PAYC,Technology,United States,NYQ,11118468096.0
"Align Technology, Inc.",ALGN,ALGN,Healthcare,United States,NMS,11286192128.0
"Universal Health Services, Inc.",UHS,UHS,Healthcare,United States,NYQ,11193347072.0
Textron Inc.,TXT,TXT,Industrials,United States,NYQ,11095226368.0
Western Digital Corporation,WDC,WDC,Technology,United States,NMS,10838196224.0
Pinnacle West Capital Corporati,PNW,PNW,Utilities,United States,NYQ,10673652736.0
"C.H. Robinson Worldwide, Inc.",CHRW,CHRW,Industrials,United States,NMS,10542301184.0
Allegion plc,ALLE,ALLE,Industrials,Ireland,NYQ,10422154240.0
"Akamai Technologies, Inc.",AKAM,AKAM,Technology,United States,NMS,10363937792.0
LKQ Corporation,LKQ,LKQ,Consumer Cyclical,United States,NMS,10215428096.0
"Moderna, Inc.",MRNA,MRNA,Healthcare,United States,NMS,9913013248.0
Nordson Corporation,NDSN,NDSN,Industrials,United States,NMS,9720518656.0
Bunge Limited,BG,BG,Consumer Defensive,United States,NYQ,9624260608.0
"BXP, Inc.",BXP,BXP,Real Estate,United States,NYQ,10321789952.0
Globe Life Inc.,GL,GL,Financial Services,United States,NYQ,9517149184.0
"Walgreens Boots Alliance, Inc.",WBA,WBA,Healthcare,United States,NMS,9261312000.0
"Assurant, Inc.",AIZ,AIZ,Financial Services,United States,NYQ,9214158848.0
"Host Hotels & Resorts, Inc.",HST,HST,Real Estate,United States,NMS,9148251136.0
"Stanley Black & Decker, Inc.",SWK,SWK,Industrials,United States,NYQ,9159467008.0
Viatris Inc.,VTRS,VTRS,Healthcare,United States,NMS,9083980800.0
"Franklin Resources, Inc.",BEN,BEN,Financial Services,United States,NYQ,8863465472.0
A.O. Smith Corporation,AOS,AOS,Industrials,United States,NYQ,8703597568.0
"Interpublic Group of Companies,",IPG,IPG,Communication Services,United States,NYQ,8675268608.0
Eastman Chemical Company,EMN,EMN,Basic Materials,United States,NYQ,8503629312.0
Bio-Techne Corp,TECH,TECH,Healthcare,United States,NMS,8269583360.0
"EPAM Systems, Inc.",EPAM,EPAM,Technology,United States,NYQ,8245929984.0
"Skyworks Solutions, Inc.",SWKS,SWKS,Technology,United States,NMS,8197834240.0
"Dayforce, Inc.",DAY,DAY,Technology,United States,NYQ,8109345280.0
"Henry Schein, Inc.",HSIC,HSIC,Healthcare,United States,NMS,7985822720.0
"Lamb Weston Holdings, Inc.",LW,LW,Consumer Defensive,United States,NYQ,7978698752.0
"MarketAxess Holdings, Inc.",MKTX,MKTX,Financial Services,United States,NMS,7837170176.0
Paramount Global,PARA,PARA,Communication Services,United States,NMS,7741127168.0
Federal Realty Investment Trust,FRT,FRT,Real Estate,United States,NYQ,7478643712.0
The AES Corporation,AES,AES,Utilities,United States,NYQ,7610221056.0
Mosaic Company (The),MOS,MOS,Basic Materials,United States,NYQ,7470252544.0
MGM Resorts International,MGM,MGM,Consumer Cyclical,United States,NYQ,7509991424.0
"Hasbro, Inc.",HAS,HAS,Consumer Cyclical,United States,NMS,7450499072.0
"Enphase Energy, Inc.",ENPH,ENPH,Technology,United States,NGM,7386582528.0
"Wynn Resorts, Limited",WYNN,WYNN,Consumer Cyclical,United States,NMS,7211924480.0
"Huntington Ingalls Industries, ",HII,HII,Industrials,United States,NYQ,7192277504.0
"Match Group, Inc.",MTCH,MTCH,Communication Services,United States,NMS,6974447616.0
Albemarle Corporation,ALB,ALB,Basic Materials,United States,NYQ,6835523072.0
Norwegian Cruise Line Holdings ,NCLH,NCLH,Consumer Cyclical,United States,NYQ,6819147264.0
Generac Holdlings Inc.,GNRC,GNRC,Industrials,United States,NYQ,6596289024.0
Charles River Laboratories Inte,CRL,CRL,Healthcare,United States,NYQ,6584942080.0
"Mohawk Industries, Inc.",MHK,MHK,Consumer Cyclical,United States,NYQ,6393908736.0
Invesco Ltd,IVZ,IVZ,Financial Services,United States,NYQ,5691995648.0
APA Corporation,APA,APA,Energy,United States,NMS,5446397440.0
"Caesars Entertainment, Inc.",CZR,CZR,Consumer Cyclical,United States,NMS,5035308544.0
