Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Secteur_Activite,Pays,Place_Boursiere,Capitalisation_Boursiere
STELLANTIS,STLAM,STLAM.MI,Consumer Cyclical,Netherlands,MIL,32634691584.0
LEONARDO,LDO,LDO.MI,Industrials,Italy,MIL,26573744128.0
POSTE ITALIANE,PST,PST.MI,Industrials,Italy,MIL,21179983872.0
TENARIS,TEN,TEN.MI,Energy,Luxembourg,MIL,18663346176.0
STMICROELECTRONICS,STMMI,STMMI.MI,Technology,Netherlands,MIL,20495796224.0
MONCLER,MONC,MONC.MI,Consumer Cyclical,Italy,MIL,17207042048.0
PRYSMIAN,PRY,PRY.MI,Industrials,Italy,MIL,16332368896.0
TERNA,TRN,TRN.MI,Utilities,Italy,MIL,15810030592.0
SNAM,SRG,SRG.MI,Utilities,Italy,MIL,15319289856.0
BANCO BPM,BAMI,BAMI.MI,Financial Services,Italy,MIL,14810354688.0
MEDIOBANCA,MB,MB.MI,Financial Services,Italy,MIL,14188162048.0
FINECOBANK,FBK,FBK.MI,Financial Services,Italy,MIL,11500247040.0
RECORDATI ORD,REC,REC.MI,Healthcare,Italy,MIL,10855429120.0
BPER BANCA,BPE,BPE.MI,Financial Services,Italy,MIL,10495098880.0
BANCA MEDIOLANUM,BMED,BMED.MI,Financial Services,Italy,MIL,10258118656.0
BUZZI,BZU,BZU.MI,Basic Materials,Italy,MIL,9500161024.0
BANCA MONTE PASCHI SIENA,BMPS,BMPS.MI,Financial Services,Italy,MIL,9004263424.0
INWIT,INW,INW.MI,Real Estate,Italy,MIL,8865829888.0
BRUNELLO CUCINELLI,BC,BC.MI,Consumer Cyclical,Italy,MIL,7460910080.0
A2A,A2A,A2A.MI,Utilities,Italy,MIL,7092908032.0
CAMPARI,CPR,CPR.MI,Consumer Defensive,Italy,MIL,7251216384.0
NEXI,NEXI,NEXI.MI,Technology,Italy,MIL,6354831872.0
TELECOM ITALIA,TIT,TIT.MI,Communication Services,Italy,MIL,6378175488.0
PIRELLI & C,PIRC,PIRC.MI,Consumer Cyclical,Italy,MIL,5880214016.0
HERA,HER,HER.MI,Utilities,Italy,MIL,5482477056.0
DIASORIN,DIA,DIA.MI,Healthcare,Italy,MIL,5381001728.0
IVECO GROUP,IVG,IVG.MI,Industrials,Italy,MIL,4163306496.0
ITALGAS,IG,IG.MI,Utilities,Italy,MIL,4984169472.0
BCA POP SONDRIO,BPSO,BPSO.MI,Financial Services,Italy,MIL,5042573824.0
SAIPEM,SPM,SPM.MI,Energy,Italy,MIL,4182262528.0
AZIMUT,AZM,AZM.MI,Financial Services,Italy,MIL,3662281216.0
SHELL PLC ORD EUR0.07,SHEL,SHEL.L,Energy,United Kingdom,LSE,156717039616.0
HSBC HOLDINGS PLC ORD $0.50 (UK,HSBA,HSBA.L,Financial Services,United Kingdom,LSE,153431195648.0
UNILEVER PLC ORD 3 1/9P,ULVR,ULVR.L,Consumer Defensive,United Kingdom,LSE,113886461952.0
RIO TINTO PLC ORD 10P,RIO,RIO.L,Basic Materials,United Kingdom,LSE,77470572544.0
BRITISH AMERICAN TOBACCO PLC OR,BATS,BATS.L,Consumer Defensive,United Kingdom,LSE,69673615360.0
RELX PLC ORD 14 51/116P,REL,REL.L,Industrials,United Kingdom,LSE,69030273024.0
BP PLC $0.25,BP,BP.L,Energy,United Kingdom,LSE,66000187392.0
ROLLS-ROYCE HOLDINGS PLC ORD SH,RR,RR.L,Industrials,United Kingdom,LSE,67001106432.0
GSK PLC ORD 31 1/4P,GSK,GSK.L,Healthcare,United Kingdom,LSE,61266042880.0
LONDON STOCK EXCHANGE GROUP PLC,LSEG,LSEG.L,Financial Services,United Kingdom,LSE,59419922432.0
NATIONAL GRID PLC ORD 12 204/47,NG,NG.L,Utilities,United Kingdom,LSE,47057113088.0
DIAGEO PLC ORD 28 101/108P,DGE,DGE.L,Consumer Defensive,United Kingdom,LSE,46065291264.0
COMPASS GROUP PLC ORD 11 1/20P,CPG,CPG.L,Consumer Cyclical,United Kingdom,LSE,44727283712.0
BARCLAYS PLC ORD 25P,BARC,BARC.L,Financial Services,United Kingdom,LSE,42190454784.0
LLOYDS BANKING GROUP PLC ORD 10,LLOY,LLOY.L,Financial Services,United Kingdom,LSE,41811238912.0
GLENCORE PLC ORD USD0.01,GLEN,GLEN.L,Basic Materials,Switzerland,LSE,38408294400.0
RECKITT BENCKISER GROUP PLC ORD,RKT,RKT.L,Consumer Defensive,United Kingdom,LSE,34232233984.0
3I GROUP PLC ORD 73 19/22P,III,III.L,Financial Services,United Kingdom,LSE,36485677056.0
HALEON PLC ORD GBP0.01,HLN,HLN.L,Healthcare,United Kingdom,LSE,34936004608.0
NATWEST GROUP PLC ORD 107.69P,NWG,NWG.L,Financial Services,United Kingdom,LSE,36074823680.0
EXPERIAN PLC ORD USD0.10,EXPN,EXPN.L,Industrials,Ireland,LSE,32675778560.0
ANGLO AMERICAN PLC ORD USD0.549,AAL,AAL.L,Basic Materials,United Kingdom,LSE,28005206016.0
STANDARD CHARTERED PLC ORD USD0,STAN,STAN.L,Financial Services,United Kingdom,LSE,27893561344.0
IMPERIAL BRANDS PLC ORD 10P,IMB,IMB.L,Consumer Defensive,United Kingdom,LSE,22980388864.0
ASHTEAD GROUP PLC ORD 10P,AHT,AHT.L,Industrials,United Kingdom,LSE,18895296512.0
VODAFONE GROUP PLC ORD USD0.20 ,VOD,VOD.L,Communication Services,United Kingdom,LSE,18397648896.0
ANTOFAGASTA PLC ORD 5P,ANTO,ANTO.L,Basic Materials,United Kingdom,LSE,18036254720.0
SSE PLC ORD 50P,SSE,SSE.L,Utilities,United Kingdom,LSE,16577224704.0
BT GROUP PLC ORD 5P,BT-A,BT-A.L,Communication Services,United Kingdom,LSE,15322809344.0
AVIVA PLC ORD 32 17/19P,AV,AV.L,Financial Services,United Kingdom,LSE,14516424704.0
LEGAL & GENERAL GROUP PLC ORD 2,LGEN,LGEN.L,Financial Services,United Kingdom,LSE,14210682880.0
INTERCONTINENTAL HOTELS GROUP P,IHG,IHG.L,Consumer Cyclical,United Kingdom,LSE,13674063872.0
ASSOCIATED BRITISH FOODS PLC OR,ABF,ABF.L,Consumer Defensive,United Kingdom,LSE,13431331840.0
COCA-COLA HBC AG ORD CHF6.70 (C,CCH,CCH.L,Consumer Defensive,Switzerland,LSE,12611523584.0
SAGE GROUP PLC ORD 1 4/77P,SGE,SGE.L,Technology,United Kingdom,LSE,11881637888.0
SCOTTISH MORTGAGE INVESTMENT TR,SMT,SMT.L,Non disponible,Non disponible,LSE,11666481152.0
NEXT PLC ORD 10P,NXT,NXT.L,Consumer Cyclical,United Kingdom,LSE,11542323200.0
HALMA PLC ORD 10P,HLMA,HLMA.L,Industrials,United Kingdom,LSE,10150129664.0
INFORMA PLC ORD 0.1P,INF,INF.L,Communication Services,United Kingdom,LSE,10128165888.0
SMITH & NEPHEW PLC ORD USD0.20,SN,SN.L,Healthcare,United Kingdom,LSE,9503536128.0
BUNZL PLC ORD 32 1/7P,BNZL,BNZL.L,Consumer Defensive,United Kingdom,LSE,9705364480.0
SEGRO PLC ORD 10P,SGRO,SGRO.L,Real Estate,United Kingdom,LSE,9421580288.0
PEARSON PLC ORD 25P,PSON,PSON.L,Communication Services,United Kingdom,LSE,8404668416.0
RENTOKIL INITIAL PLC ORD 1P,RTO,RTO.L,Industrials,United Kingdom,LSE,8283309568.0
INTERTEK GROUP PLC ORD 1P,ITRK,ITRK.L,Industrials,United Kingdom,LSE,8052641792.0
SEVERN TRENT PLC ORD 97 17/19P,SVT,SVT.L,Utilities,United Kingdom,LSE,7391195136.0
CENTRICA PLC ORD 6 14/81P,CNA,CNA.L,Utilities,United Kingdom,LSE,7154862080.0
MARKS AND SPENCER GROUP PLC ORD,MKS,MKS.L,Consumer Cyclical,United Kingdom,LSE,7119341056.0
WPP PLC ORD 10P,WPP,WPP.L,Communication Services,United Kingdom,LSE,6845111808.0
PERSHING SQUARE HOLDINGS LTD OR,PSH,PSH.L,Non disponible,Non disponible,LSE,6677077504.0
UNITED UTILITIES GROUP PLC ORD ,UU,UU.L,Utilities,United Kingdom,LSE,6722051584.0
SMITHS GROUP PLC ORD 37.5P,SMIN,SMIN.L,Industrials,United Kingdom,LSE,6683405312.0
FRESNILLO PLC ORD USD0.50,FRES,FRES.L,Basic Materials,Mexico,LSE,6746264576.0
AUTO TRADER GROUP PLC ORD 1P,AUTO,AUTO.L,Communication Services,United Kingdom,LSE,6718284800.0
MELROSE INDUSTRIES PLC ORD GBP0,MRO,MRO.L,Industrials,United Kingdom,LSE,6804730880.0
BARRATT REDROW PLC ORD 10P,BTRW,BTRW.L,Consumer Cyclical,United Kingdom,LSE,6255591936.0
WEIR GROUP PLC ORD 12.5P,WEIR,WEIR.L,Industrials,United Kingdom,LSE,6237051392.0
SAINSBURY (J) PLC ORD 28 4/7P,SBRY,SBRY.L,Consumer Defensive,United Kingdom,LSE,5933773824.0
SCHRODERS PLC ORD 20P,SDR,SDR.L,Financial Services,United Kingdom,LSE,6037277696.0
INTERMEDIATE CAPITAL GROUP PLC ,ICG,ICG.L,Financial Services,United Kingdom,LSE,6080261120.0
AIRTEL AFRICA PLC ORD USD0.50,AAF,AAF.L,Communication Services,United Kingdom,LSE,5573704192.0
BEAZLEY PLC ORD 5P,BEZ,BEZ.L,Financial Services,United Kingdom,LSE,5738013696.0
MONDI PLC ORD EUR 0.22,MNDI,MNDI.L,Basic Materials,United Kingdom,LSE,5517213696.0
ST. JAMES'S PLACE PLC ORD 15P,STJ,STJ.L,Financial Services,United Kingdom,LSE,5493539840.0
F&C INVESTMENT TRUST PLC ORD 25,FCIT,FCIT.L,Financial Services,United States,LSE,5297683968.0
CONVATEC GROUP PLC ORD 10P,CTEC,CTEC.L,Healthcare,United Kingdom,LSE,5290097664.0
DIPLOMA PLC ORD 5P,DPLM,DPLM.L,Industrials,United Kingdom,LSE,5480733184.0
HARGREAVES LANSDOWN PLC ORD 0.4,HL,HL.L,Financial Services,United Kingdom,LSE,5246524928.0
SPIRAX GROUP PLC ORD 26 12/13P,SPX,SPX.L,Industrials,United Kingdom,LSE,5172578304.0
RIGHTMOVE PLC ORD 0.1P,RMV,RMV.L,Communication Services,United Kingdom,LSE,5249169408.0
PHOENIX GROUP HOLDINGS PLC ORD ,PHNX,PHNX.L,Financial Services,United Kingdom,LSE,5197753344.0
DCC PLC ORD EUR0.25 (CDI),DCC,DCC.L,Energy,Ireland,LSE,5230423040.0
M&G PLC,MNG,MNG.L,Financial Services,United Kingdom,LSE,5154125824.0
IMI PLC ORD 28 4/7P,IMI,IMI.L,Industrials,United Kingdom,LSE,5079048704.0
GAMES WORKSHOP GROUP PLC ORD 5P,GAW,GAW.L,Consumer Cyclical,United Kingdom,LSE,4833899520.0
ALLIANCE WITAN PLC ORD 2.5P,ALW,ALW.L,Financial Services,United Kingdom,LSE,4711747072.0
KINGFISHER PLC ORD 15 5/7P,KGF,KGF.L,Consumer Cyclical,United Kingdom,LSE,4621608960.0
HIKMA PHARMACEUTICALS PLC ORD S,HIK,HIK.L,Healthcare,United Kingdom,LSE,4531080192.0
WHITBREAD PLC ORD 76 122/153P,WTB,WTB.L,Consumer Cyclical,United Kingdom,LSE,4467099648.0
CRODA INTERNATIONAL PLC ORD 10.,CRDA,CRDA.L,Basic Materials,United Kingdom,LSE,4490857472.0
ENDEAVOUR MINING PLC ORD USD0.0,EDV,EDV.L,Basic Materials,United Kingdom,LSE,4051481600.0
LAND SECURITIES GROUP PLC ORD 1,LAND,LAND.L,Real Estate,United Kingdom,LSE,4164162048.0
ENTAIN PLC ORD EUR0.01,ENT,ENT.L,Consumer Cyclical,Isle of Man,LSE,4155700736.0
HOWDEN JOINERY GROUP PLC ORD 10,HWDN,HWDN.L,Consumer Cyclical,United Kingdom,LSE,4062831616.0
UNITE GROUP PLC ORD 25P,UTG,UTG.L,Real Estate,United Kingdom,LSE,3979481344.0
TAYLOR WIMPEY PLC ORD 1P,TW,TW.L,Consumer Cyclical,United Kingdom,LSE,4042524160.0
HISCOX LTD ORD 6.5P (DI),HSX,HSX.L,Financial Services,Bermuda,LSE,3958919936.0
PERSIMMON PLC ORD 10P,PSN,PSN.L,Consumer Cyclical,United Kingdom,LSE,3858548736.0
JD SPORTS FASHION PLC ORD 0.05P,JD,JD.L,Consumer Cyclical,United Kingdom,LSE,3898297600.0
LONDONMETRIC PROPERTY PLC ORD 1,LMP,LMP.L,Real Estate,United Kingdom,LSE,3621761792.0
POLAR CAPITAL TECHNOLOGY TRUST ,PCT,PCT.L,Financial Services,United Kingdom,LSE,3620138496.0
EASYJET PLC ORD 27 2/7P,EZJ,EZJ.L,Industrials,United Kingdom,LSE,3707342080.0
BERKELEY GROUP HOLDINGS (THE) P,BKG,BKG.L,Consumer Cyclical,United Kingdom,LSE,3694686720.0
BRITISH LAND COMPANY PLC ORD 25,BLND,BLND.L,Real Estate,United Kingdom,LSE,3558986496.0
